source_file,type,difficulty,topic,question_stem,answer_options,correct_index,correct_text,explanation
16. Obstetrics & Gynaecology_Gynae_1.csv,Clinical,Medium,"[""obstetrics & gynaecology"", ""pmb""]","Kim is a 55 year old female who presents to your General Practice with complaints of per vaginal bleeding. She underwent menopause approximately five years ago and the bleeding has been troubling her for six months. Transvaginal ultrasound reveals an endometrial thickness of 8mm. 
Given the most likely diagnosis, which of the following is NOT a risk factor for this malignancy?","[""Granulosa cell tumour of the ovary"", ""Late menopause"", ""Morbid Obesity"", ""Multiparity"", ""Oestrogen-only Hormone Replacement Therapy""]",D,Multiparity,
18. MSK_Rheum__MSKRheum_3.csv,Clinical,Hard,"[""rheumatology""]","A 27-year-old Indigenous Australian woman presents to the emergency department with dyspnoea and pleuritic chest pain for the past 24 hours. She has a 4-year history of intermittent polyarthralgia and Raynaud's disease.
On physical examination, she is hypoxic and tachypnoeic, with a pleural friction rub on auscultation, and bilateral basal dullness on percussion.
Which of the following autoantibodies would most likely be present in this patient?","[""Anti-citrullinated\\nprotein antibody"", ""Anti-smooth muscle\\nantibody"", ""Anti-dsDNA antibody"", ""Anti-Jo 1 antibody"", ""Anti-Jo 1 antibody""]",C,Anti-dsDNA antibody,
9. Nephrology & Urology_Nephrology___Urology_2.csv,Clinical,Medium,"[""glomerulonephritis"", ""nephrology"", ""nephrology & urology"", ""urology""]","Frankie is a 29 year old man who presents to the ED worried about discoloured urine. He reports that he’s had two occurrences of pink-red urine in the last week and another this morning. This happened once before a couple of years ago but he never got it checked out. Frankie has also just recovered from a runny nose and sore throat a couple of days ago. Frankie does not suffer from blood noses or haemoptysis, nor does he have any asthma or allergies. He is otherwise well and does not take any regular medications. Frankie drinks and smokes socially but not on a regular basis. 
On examination, Frankie’s vital signs are as follows: BP: 140/90, HR: 75, RR: 14, Temperature: 36.6˚C. His abdominal examination is normal. Frankie does not appear to have any oedema and no shortness of breath. He still has a mild runny nose. Urine dipstick reveals WBCs: none, RBCs: +++, protein: +. 
A renal biopsy reveals mesangial proliferation on light microscopy. On electron microscopy immune complex deposits can be seen. 
What is the MOST LIKELY diagnosis?","[""Post-Streptococcal Glomerulonephritis"", ""Anti-GBM Disease"", ""Churg-Strauss Syndrome"", ""IgA Nephropathy"", ""Membranous Nephropathy""]",D,IgA Nephropathy,
7. Neurology_Neuro_2.csv,Clinical,Medium,"[""neurology"", ""vertebral disorder""]","A 42 year old bricklayer presents to the GP with a 4 month history of lower back pain radiating, radiating down to his right buttock, leg and great toe. The pain is associated with a shooting sensation that travels down his thigh. He rates the pain 6/10 and notes that it worsens with lifting, bending, running and is relieved by rest. 
On examination, there are no obvious changes to the general appearance of his back. The straight leg raise test is positive, yielding pain that radiates through his buttock and thigh at 30 degrees. Otherwise he has no motor or sensory deficiencies. What is the most likely cause of this back pain?","[""Muscle or Ligament strain"", ""Lumbar Disk Herniation"", ""Spinal stenosis"", ""Spinal Metastasis""]",B,Lumbar Disk Herniation,
12. Surgery & Anatomy_Surgery_2.csv,Clinical,Medium,"[""surgery"", ""surgery & anatomy"", ""thyroid surgery""]","Alice is a 36 year-old woman who has just had a total thyroidectomy for thyroid cancer. A few hours after the surgery, she starts complaining of neck pain and shortness of breath. On examination, there is a central neck wound with all sutures intact. There is some swelling of the surgical site. Her vital signs are as follows; RR: 18, HR: 100, BP: 115/80 Temp: 36.8˚C SaO2: 95%.
Fifteen minutes later, Alice is in further respiratory distress and now cannot talk more than a word at a time. Alice is still responsive but fatiguing with each breath. She has intermittent stridor. Her neck is more swollen. 
What is the most appropriate immediate management for Alice?","[""Commence oxygen supplementation via nasal prongs"", ""Book Alice in for anther surgery later today to investigate the wound"", ""Encourage the patient to cough, then perform 5 back blows, followed by 5 chest thrusts"", ""Immediately release the sutures from the thyroidectomy incision at the bedside and return Alice to the operating theatre"", ""Order a neck ultrasound to determine the cause""]",D,Immediately release the sutures from the thyroidectomy incision at the bedside and return Alice to the operating theatre,
17. Pharmacology.csv,Preclinical,Easy,"[""haematology"", ""pharmacology""]",Which of the following is NOT a Heparin?,"[""Enoxaparin"", ""Rivaroxaban"", ""Danaparoid"", ""Nadroparin"", ""Dalteparin""]",B,Rivaroxaban,
12. Surgery & Anatomy_Surgery_1.csv,Clinical,Hard,"[""breast cancer"", ""surgery"", ""surgery & anatomy""]","Mrs Ashleigh Dawson, a 65 year old woman, presents to her General Practitioner after she noticed a painless lump in her right breast about 1 month ago. She has also occasionally noticed some blood on her bra from the same breast. She has no previous history of breast disease, she has never had children and has not taken hormone replacement therapy. Her last screening mammogram 18 months ago was normal. She has a maternal aunt who died of ovarian cancer and no other relevant family history. On examination the lump is immobile and irregular, and partial nipple inversion is noted on the right breast. What is the most likely diagnosis?","[""Ductal carcinoma"", ""Fibroadenoma#"", ""Fibrocystic changes"", ""Intra-ductal papilloma"", ""Lobular carcinoma""]",A,Ductal carcinoma,
4. Respiratory_Respiratory_6.csv,Clinical,Easy,"[""respiratory""]","A 20-year-old female presents to her GP with a history of progressively worsening rhinorrhoea, sneezing nasal blockage and nasal itch over the past 3 years. She also reports that she has significant eye itching, redness and tearing especially during the spring season. Her symptoms have become very troublesome in that it is disturbing her sleep and she is unable to concentrate on studying.
She is commenced on oral antihistamine and intranasal corticosteroid to aid in her symptoms. After 4 weeks, she returns to the clinic complaining of unresolved symptoms. 
Given that her GP provides her with intranasal ipratropium as adjunctive therapy, which of the following is likely her most significant complaint on this visit?","[""Dennie-Morgan folds under the eyelids"", ""Intermittent symptoms with coexisting\\n        asthma"", ""Persistent ocular symptoms"", ""Marked\\n            rhinorrhoea"", ""Persistent nasal obstruction""]",D,Marked\n            rhinorrhoea,
8. Haematology_Haematology_2.csv,Clinical,Hard,"[""haematology"", ""hypersplenism""]","You are the medical registrar in a rural hospital. You have been asked to review Mr. Jones, an 80-year-old male admitted to hospital with a fall complicated by a left neck of femur fracture. He has been under the care of the surgical team, and they have asked you to review his most recent blood results. Patient reports he feels well aside from ongoing pain in his left hip. He recalls tripping over a step at his home immediately prior to his fall, and denies any chest pain, dyspnoea, dizziness or recent illness.
His past medical history includes long standing liver cirrhosis secondary to chronic hepatitis B, atrial fibrillation (medicated on apixaban), hypertension (on perindopril) and diabetes mellitus (on metformin). Whilst in hospital, he has been provided Endone and metoclopramide for pain and nausea respectively. He is a non-smoker, and drinks approximately 4-5 beers per week.
On examination, Mr. Jones is a slim elderly male, with a HR of 60 (irregular), BP 150/70, RR 16 with normal oxygen saturation and is afebrile. He has an ejection systolic murmur radiating to the carotids with clear lung fields. His abdomen is soft and non tender, with spider naevi evident over the umbilicus. You note a non-palpable liver and the spleen palpable 1cm below the costal margin. His spine is non-tender and you are unable to detect any lymph nodes.
You have been asked to review his latest FBE, which shows the following:
HB: 100, WCC: 10, Plt: 80
What is the most likely underlying reason for this patient's thrombocytopaenia?","[""Hypersplenism"", ""Alcohol use"", ""Myelodysplastic Syndrome"", ""Immune thrombocytopaenia"", ""Medication induced thrombocytopaenia""]",A,Hypersplenism,
11. Dermatology_Dermatology_3.csv,Clinical,Easy,"[""dermatology""]","A 24 year old female presents to her GP complaining of itchy rashes that have appeared on the back of her elbow over the past few weeks. She has no coexisting comorbidities, no known allergies, however her mother has been affected by similar rashes in the past.
On examination, the rash is scaly, raised off the skin, and upon removal of the scales there is pinpoint bleeding observed. She claims it feels less irritating in the daytime compared to the night.
What is her most likely diagnosis?","[""Hives"", ""Contact dermatitis"", ""Sunburn"", ""Psoriasis"", ""Eczema""]",D,Psoriasis,
9. Nephrology & Urology_Nephrology___Urology_3.csv,Clinical,Easy,"[""nephrology"", ""nephrology & urology"", ""urology""]","Ian, a 75-year-old gentleman, presents to the GP with a 5 month history of lower urinary tract symptoms including hesitancy, poor stream, frequency, nocturia and urgency. He reports no haematuria or dysuria. Additionally, there is no personal or family history of prostate cancer.
A rectal examination shows a symmetrically enlarged prostate without nodules or tenderness.
Which of the following is not a complication associated with the condition he most likely presents with?","[""bladder calculi"", ""prostate cancer"", ""urinary retention"", ""bladder diverticula"", ""recurrent urinary tract infections (UTIs)""]",B,prostate cancer,
